Unnamed: 0,Year,Player,Pos,Tm,G,GS,MP,PER,TS%,OWS,DWS,WS,BPM,FG%,3P%,2P%
6727,1982,Kevin Restani,PF,CLE,34,0,338,7.1,0.406,-0.1,0.2,0.1,-3.6,0.383,0.0,0.39
6728,1982,Clint Richardson,SG,PHI,77,0,1040,9.8,0.503,0.1,1.0,1.0,-2.9,0.452,1.0,0.448
6729,1982,Micheal Ray,PG,NYK,82,79,3044,17.7,0.498,1.6,3.8,5.5,4.1,0.461,0.188,0.483
6730,1982,Rick Robey,C,BOS,80,4,1186,11.0,0.511,0.3,1.6,1.9,-1.9,0.493,0.0,0.496
6731,1982,Cliff Robinson,PF,TOT,68,59,2175,18.3,0.491,0.7,2.8,3.5,-0.6,0.453,0.0,0.455
6732,1982,Cliff Robinson,PF,KCK,38,30,1229,18.5,0.488,0.1,1.8,1.9,-0.9,0.455,0.0,0.457
6733,1982,Cliff Robinson,PF,CLE,30,29,946,18.1,0.495,0.5,1.0,1.6,-0.2,0.451,0.0,0.452
6735,1982,Truck Robinson,PF,PHO,74,72,2745,16.1,0.548,2.9,4.0,6.9,-0.2,0.513,1.0,0.513
6738,1982,John Roche,SG,DEN,39,2,501,11.8,0.561,0.7,-0.1,0.6,-4.3,0.453,0.442,0.459
6740,1982,Lorenzo Romar,PG,GSW,79,11,1259,14.6,0.548,1.6,1.0,2.7,-1.7,0.504,0.2,0.515
6741,1982,Dan Roundfield,PF,ATL,61,58,2217,19.5,0.527,2.4,4.1,6.5,3.3,0.466,0.2,0.467
6742,1982,Jeff Ruland,C,WSB,82,0,2214,18.8,0.623,3.7,4.1,7.8,2.6,0.561,0.333,0.562
6743,1982,Campy Russell,SF,NYK,77,63,2358,13.3,0.543,2.0,1.2,3.2,-1.1,0.478,0.439,0.481
6745,1982,Danny Schayes,C,UTA,82,20,1623,13.2,0.532,0.4,1.3,1.7,-1.5,0.481,0.0,0.482
6746,1982,Alvin Scott,SF,PHO,81,38,1740,11.7,0.546,1.2,2.7,3.8,0.4,0.497,0.0,0.5
6748,1982,Lonnie Shelton,PF,SEA,81,81,2667,14.2,0.523,1.6,4.3,5.8,1.2,0.486,0.0,0.489
6749,1982,Purvis Short,SF,GSW,76,8,1782,18.8,0.53,3.7,1.3,5.0,1.2,0.488,0.214,0.496
6750,1982,Jerry Sichting,PG,IND,51,0,800,10.2,0.503,0.3,0.8,1.1,-3.5,0.469,0.111,0.486
6751,1982,Jack Sikma,C,SEA,82,82,3049,20.6,0.559,5.9,6.7,12.6,4.1,0.479,0.154,0.483
6752,1982,James Silas,SG,CLE,67,34,1447,15.7,0.535,2.2,0.2,2.4,-2.8,0.438,0.0,0.442
6754,1982,Larry Smith,PF,GSW,74,55,2213,12.8,0.548,2.3,3.0,5.2,1.4,0.534,0.0,0.535
6755,1982,Phil Smith,SG,TOT,74,41,2042,12.2,0.494,0.8,0.8,1.6,-2.8,0.447,0.185,0.456
6756,1982,Phil Smith,SG,SDC,48,39,1446,12.4,0.489,0.6,0.0,0.5,-3.3,0.44,0.208,0.45
6757,1982,Phil Smith,SG,SEA,26,2,596,11.5,0.509,0.2,0.8,1.0,-1.5,0.468,0.0,0.475
6758,1982,Randy Smith,SG,NYK,82,40,2033,12.2,0.504,1.2,1.2,2.4,-2.4,0.465,0.273,0.468
6759,1982,Robert Smith,PG,MIL,17,1,316,10.6,0.503,0.3,0.3,0.6,-4.5,0.473,0.2,0.5
6760,1982,Ricky Sobers,SG,CHI,80,6,1938,12.2,0.515,-0.2,1.2,1.0,-3.9,0.453,0.25,0.474
6761,1982,Jim Spanarkel,SG,DAL,82,1,1755,17.2,0.584,4.1,1.1,5.2,1.4,0.479,0.333,0.485
6762,1982,Rory Sparrow,PG,ATL,82,82,2610,13.0,0.539,2.9,2.7,5.6,0.3,0.501,0.067,0.51
6764,1982,Kevin Stacom,SG,MIL,7,0,90,4.0,0.43,-0.2,0.1,-0.1,-9.6,0.412,0.5,0.406
6765,1982,Brian Taylor,PG,SDC,41,40,1274,13.7,0.588,2.3,0.0,2.3,-0.8,0.503,0.365,0.536
6766,1982,Carlos Terry,SG,WSB,13,0,60,3.1,0.268,-0.2,0.1,-0.1,-3.7,0.2,0.0,0.25
6767,1982,Reggie Theus,SG,CHI,82,82,2838,16.2,0.542,3.8,1.5,5.3,0.2,0.469,0.25,0.489
6768,1982,Isiah Thomas*,PG,DET,72,72,2433,14.5,0.487,-0.2,2.5,2.3,-1.0,0.424,0.288,0.432
6769,1982,David Thompson*,SG,DEN,61,5,1246,17.6,0.571,2.1,0.0,2.0,-3.3,0.486,0.286,0.49
6771,1982,Ray Tolbert,PF,TOT,64,0,607,10.3,0.504,-0.1,0.9,0.7,-3.5,0.495,0.0,0.5
6772,1982,Ray Tolbert,PF,NJN,12,0,115,9.1,0.463,-0.1,0.2,0.0,-4.2,0.455,0.0,0.465
6773,1982,Ray Tolbert,PF,SEA,52,0,492,10.5,0.515,0.0,0.7,0.7,-3.3,0.506,0.0,0.51
6774,1982,Andrew Toney,SG,PHI,77,1,1909,17.2,0.572,2.3,1.7,4.0,-1.2,0.522,0.424,0.528
6775,1982,Raymond Townsend,SG,IND,14,0,95,4.4,0.351,-0.3,0.1,-0.2,-8.4,0.268,0.222,0.281
6776,1982,Kelly Tripucka,SF,DET,82,82,3077,16.4,0.57,5.4,2.1,7.5,1.2,0.496,0.227,0.501
6777,1982,Elston Turner,SF,DAL,80,62,1996,10.7,0.472,0.3,1.0,1.4,-1.4,0.441,0.0,0.444
6778,1982,Terry Tyler,PF,DET,82,0,1989,16.9,0.56,2.5,3.0,5.5,2.4,0.523,0.25,0.524
6779,1982,Darnell Valentine,PG,POR,82,14,1387,13.1,0.486,0.3,1.4,1.7,-1.8,0.413,0.0,0.421
6780,1982,Jan Van,SF,NJN,41,0,452,10.2,0.624,0.6,0.5,1.1,-1.7,0.5,0.0,0.513
6781,1982,Kiki Vandeweghe,PF,DEN,82,78,2775,18.9,0.612,7.8,-0.1,7.7,0.9,0.56,0.077,0.565
6783,1982,Jay Vincent,PF,DAL,81,62,2626,18.7,0.532,3.6,2.0,5.6,0.3,0.497,0.25,0.497
6784,1982,Danny Vranes,SF,SEA,77,1,1075,11.2,0.573,0.8,1.5,2.4,-1.4,0.546,0.0,0.548
6785,1982,Foots Walker,PG,NJN,77,54,1861,11.8,0.492,1.4,2.8,4.2,-1.0,0.413,0.333,0.415
6786,1982,Wally Walker,SF,SEA,70,70,1965,11.4,0.504,1.1,2.4,3.5,-0.5,0.48,0.0,0.482
6788,1982,Richard Washington,PF,CLE,18,2,313,7.1,0.448,-0.6,0.1,-0.5,-6.4,0.435,0.0,0.442
6790,1982,Scott Wedman,SF,CLE,54,39,1638,12.5,0.47,0.8,0.9,1.6,0.4,0.441,0.217,0.451
6791,1982,Paul Westphal,SG,NYK,18,12,451,13.3,0.489,0.0,0.3,0.3,-4.6,0.443,0.25,0.452
6793,1982,Hawkeye Whitney,SG,KCK,23,4,266,5.4,0.364,-0.4,0.3,-0.1,-4.5,0.352,0.0,0.357
6794,1982,Michael Wiley,PF,SDC,61,1,1013,16.2,0.599,1.8,0.3,2.1,-1.2,0.565,0.0,0.573
6795,1982,Bob Wilkerson,SF,CLE,65,38,1805,12.5,0.471,-0.5,1.1,0.7,-1.1,0.418,0.167,0.425
6796,1982,Jamaal Wilkes*,SF,LAL,82,82,2906,16.5,0.554,5.3,2.4,7.7,-0.7,0.525,0.0,0.527
6797,1982,James Wilkes,SF,CHI,57,22,862,11.8,0.521,0.4,0.7,1.1,-1.8,0.481,0.0,0.483
6798,1982,Jeff Wilkins,C,UTA,82,62,2274,10.5,0.481,-0.5,1.5,1.0,-4.5,0.437,0.0,0.439
6799,1982,Buck Williams,PF,NJN,82,82,2825,17.2,0.603,3.6,5.3,8.9,1.8,0.582,0.0,0.583
6800,1982,Freeman Williams,SG,TOT,60,10,997,15.4,0.517,0.4,0.0,0.4,-5.8,0.443,0.298,0.469
6801,1982,Freeman Williams,SG,SDC,37,10,808,16.4,0.531,0.6,-0.2,0.5,-5.5,0.456,0.324,0.478
6802,1982,Freeman Williams,SG,ATL,23,0,189,11.2,0.453,-0.2,0.2,-0.1,-7.1,0.382,0.2,0.422
6803,1982,Gus Williams,PG,SEA,80,80,2876,21.8,0.526,5.9,4.3,10.2,4.2,0.486,0.225,0.492
6804,1982,Herb Williams,C,IND,82,75,2277,16.1,0.503,0.8,3.8,4.6,0.8,0.477,0.286,0.478
6805,1982,Ray Williams,SG,NJN,82,69,2732,19.0,0.527,3.3,4.6,7.9,3.9,0.462,0.167,0.474
6807,1982,Sly Williams,SF,NYK,60,27,1521,18.6,0.59,2.9,1.3,4.2,2.1,0.556,0.222,0.561
6808,1982,Bill Willoughby,SF,HOU,69,42,1475,13.1,0.541,1.5,1.1,2.6,-0.5,0.517,0.429,0.519
6809,1982,Brian Winters,SG,MIL,61,13,1829,15.8,0.553,3.3,2.2,5.5,0.4,0.501,0.387,0.516
6810,1982,Garry Witts,SF,WSB,46,0,493,9.5,0.65,0.4,0.6,1.1,-0.2,0.583,0.5,0.585
6811,1982,Al Wood,SG,TOT,48,5,930,13.2,0.524,0.5,0.4,0.9,-3.1,0.47,0.125,0.493
6812,1982,Al Wood,SG,ATL,19,0,238,9.1,0.392,-0.2,0.3,0.0,-5.1,0.343,0.0,0.364
6813,1982,Al Wood,SG,SDC,29,5,692,14.6,0.573,0.8,0.1,0.8,-2.4,0.518,0.167,0.543
6814,1982,Howard Wood,SF,UTA,42,3,342,12.0,0.504,0.2,0.1,0.3,-6.2,0.458,0.0,0.462
6815,1982,Mike Woodson,SG,TOT,83,74,2331,17.6,0.546,3.2,2.5,5.7,1.8,0.503,0.28,0.509
6816,1982,Mike Woodson,SG,NJN,7,0,145,15.1,0.506,0.2,0.2,0.4,-1.9,0.441,0.0,0.448
6817,1982,Mike Woodson,SG,KCK,76,74,2186,17.8,0.549,3.0,2.3,5.3,2.1,0.507,0.292,0.513
6818,1982,Orlando Woolridge,SF,CHI,75,12,1188,13.4,0.565,1.0,0.8,1.8,-2.7,0.513,0.0,0.517
6823,1983,Kareem Abdul-Jabbar*,C,LAL,79,79,2554,23.6,0.619,8.0,2.9,10.9,3.8,0.588,0.0,0.589
6824,1983,Alvan Adams,C,PHO,80,75,2447,16.8,0.527,2.0,4.5,6.5,3.2,0.486,0.333,0.487
6825,1983,Mark Aguirre,SF,DAL,81,75,2784,20.5,0.535,5.9,1.0,6.9,1.7,0.483,0.211,0.496
6826,1983,Danny Ainge,SG,BOS,80,76,2048,13.2,0.519,2.8,2.4,5.2,1.1,0.496,0.172,0.509
6828,1983,J.J. Anderson,SF,TOT,65,2,1202,13.7,0.526,0.9,1.4,2.3,-0.3,0.501,0.0,0.507
6829,1983,J.J. Anderson,SF,PHI,13,0,48,3.9,0.364,-0.1,0.1,-0.1,-11.5,0.364,0.0,0.381
6830,1983,J.J. Anderson,SF,UTA,52,2,1154,14.2,0.535,1.0,1.4,2.4,0.1,0.51,0.0,0.514
6831,1983,Richard Anderson,C,SDC,78,5,1274,10.4,0.437,-0.3,0.8,0.5,-2.6,0.404,0.368,0.405
6832,1983,Tiny Archibald*,PG,BOS,66,19,1811,12.3,0.509,1.7,1.2,2.9,-4.4,0.425,0.208,0.435
6833,1983,John Bagley,PG,CLE,68,3,990,11.7,0.471,-1.1,0.8,-0.2,-4.3,0.432,0.0,0.448
6834,1983,James Bailey,PF,TOT,75,39,1765,15.6,0.544,0.6,1.4,2.0,-3.1,0.497,0.0,0.498
6836,1983,James Bailey,PF,HOU,69,39,1715,16.0,0.544,0.6,1.4,2.0,-3.0,0.497,0.0,0.498
6837,1983,Greg Ballard,SF,WSB,78,78,2840,16.8,0.509,2.8,5.1,7.9,2.8,0.473,0.351,0.477
6838,1983,Gene Banks,PF,SAS,81,81,2722,16.7,0.579,5.9,2.0,7.9,3.2,0.55,0.0,0.553
6839,1983,Billy Ray,SG,TOT,19,3,304,8.4,0.398,-0.4,0.4,0.0,-5.8,0.379,0.4,0.379
6840,1983,Billy Ray,SG,WSB,15,3,277,9.9,0.428,-0.2,0.4,0.1,-4.3,0.411,0.4,0.411
6842,1983,Dave Batton,C,WSB,54,5,558,10.4,0.448,-0.2,0.9,0.7,-2.9,0.445,0.0,0.452
6843,1983,Kent Benson,C,DET,21,15,599,13.2,0.51,0.6,0.6,1.1,-0.4,0.467,0.0,0.47
6844,1983,Larry Bird*,PF,BOS,79,79,2982,24.1,0.561,8.4,5.6,14.0,7.6,0.504,0.286,0.516
6845,1983,Otis Birdsong,SG,NJN,62,54,1885,15.1,0.521,2.6,2.6,5.2,0.2,0.511,0.333,0.512
6846,1983,Rolando Blackman,SG,DAL,75,62,2349,17.0,0.548,5.5,0.1,5.7,-0.6,0.492,0.2,0.497
6847,1983,Charles Bradley,SG,BOS,51,5,532,8.7,0.427,-0.6,0.9,0.2,-3.0,0.392,0.0,0.399
6848,1983,Dudley Bradley,SG,CHI,58,11,683,12.6,0.562,0.4,0.7,1.1,-0.6,0.516,0.2,0.526
6849,1983,Brad Branson,PF,IND,62,2,680,16.0,0.475,0.5,0.5,1.0,-3.0,0.425,0.0,0.427
6850,1983,Mike Bratz,PG,CHI,15,0,140,7.0,0.409,-0.2,0.1,-0.1,-5.8,0.333,0.125,0.382
6851,1983,Ron Brewer,SG,TOT,74,52,1964,11.5,0.475,0.6,0.9,1.6,-3.3,0.426,0.389,0.427
6852,1983,Ron Brewer,SG,CLE,21,18,563,10.8,0.449,-0.1,0.3,0.2,-5.0,0.4,0.0,0.405
6853,1983,Ron Brewer,SG,GSW,53,34,1401,11.8,0.486,0.7,0.6,1.3,-2.6,0.438,0.467,0.437
6854,1983,Junior Bridgeman,SF,MIL,70,5,1855,16.1,0.534,2.7,2.1,4.8,-0.8,0.492,0.077,0.498
6855,1983,Allan Bristow,SF,DAL,37,0,371,10.2,0.494,0.2,0.0,0.2,-3.3,0.444,0.462,0.442
6856,1983,Jim Brogan,SG,SDC,58,0,466,13.4,0.472,0.2,0.2,0.4,-2.7,0.427,0.231,0.44
6857,1983,Michael Brooks,SF,SDC,82,26,2457,15.2,0.526,3.4,1.3,4.7,1.5,0.484,0.333,0.487
6858,1983,Fred Brown,PG,SEA,80,1,1432,17.7,0.546,2.3,1.3,3.6,-0.9,0.52,0.438,0.523
6859,1983,Rickey Brown,C,TOT,76,7,1048,10.1,0.505,-0.1,0.8,0.7,-5.9,0.479,0.0,0.483
6860,1983,Rickey Brown,C,GSW,50,7,743,9.1,0.504,-0.2,0.4,0.2,-6.6,0.482,0.0,0.486
6861,1983,Rickey Brown,C,ATL,26,0,305,12.4,0.506,0.1,0.4,0.5,-4.3,0.471,0.0,0.476
6862,1983,Joe Bryant,SF,HOU,81,56,2055,10.4,0.483,-1.2,1.1,0.0,-2.9,0.448,0.222,0.459
6863,1983,Quinn Buckner,SG,BOS,72,56,1565,11.5,0.465,-0.7,2.2,1.6,-0.9,0.442,0.0,0.445
6864,1983,Don Buse,PG,POR,41,1,643,13.8,0.48,0.9,0.7,1.7,0.0,0.396,0.257,0.429
6865,1983,Marty Byrnes,SF,IND,80,12,1436,9.6,0.47,0.8,0.2,1.0,-3.3,0.42,0.231,0.434
6866,1983,Kenny Carr,PF,POR,82,26,2331,13.7,0.559,2.3,2.8,5.1,-0.4,0.505,0.333,0.506
6867,1983,M.L. Carr,SF,BOS,77,0,883,9.7,0.475,-0.4,1.2,0.8,-2.6,0.429,0.158,0.446
6868,1983,Joe Barry,C,GSW,79,79,2988,20.1,0.549,4.3,2.8,7.0,1.3,0.513,0.0,0.514
6869,1983,Butch Carter,SG,IND,81,28,1716,14.9,0.549,2.6,0.5,3.0,-1.6,0.501,0.333,0.515
6872,1983,Tom Chambers,PF,SDC,79,79,2665,15.1,0.529,3.3,1.0,4.3,-0.8,0.472,0.0,0.476
6873,1983,Maurice Cheeks,PG,PHI,79,79,2465,18.6,0.582,5.6,3.8,9.4,3.8,0.542,0.167,0.545
6874,1983,Don Collins,SF,WSB,65,21,1575,15.5,0.55,1.0,2.6,3.5,2.0,0.523,0.0,0.528
6875,1983,Lester Conner,PG,GSW,75,10,1416,14.0,0.523,1.2,1.5,2.7,1.3,0.479,0.0,0.485
6876,1983,Darwin Cook,PG,NJN,82,47,2625,14.3,0.494,1.3,4.7,6.0,1.2,0.449,0.211,0.459
6877,1983,Jeff Cook,PF,TOT,75,22,1333,11.3,0.536,0.5,1.7,2.2,-0.5,0.487,0.0,0.492
6878,1983,Jeff Cook,PF,PHO,45,2,551,9.0,0.492,-0.2,0.8,0.6,-2.7,0.43,0.0,0.436
6879,1983,Jeff Cook,PF,CLE,30,20,782,12.9,0.576,0.7,0.8,1.6,1.1,0.537,0.0,0.54
6884,1983,Michael Cooper,SG,LAL,82,3,2148,13.5,0.577,3.1,2.1,5.2,2.0,0.535,0.238,0.548
6885,1983,Wayne Cooper,C,POR,80,60,2099,12.4,0.479,0.1,2.8,2.9,-1.2,0.443,0.0,0.446
6886,1983,Dave Corzine,C,CHI,82,71,2496,15.1,0.54,1.9,2.0,4.0,-0.6,0.497,0.0,0.498
6887,1983,Dave Cowens*,PF,MIL,40,34,1014,12.6,0.485,0.9,1.7,2.6,0.5,0.444,0.0,0.447
6888,1983,Chubby Cox,SG,WSB,7,0,78,1.6,0.366,-0.3,0.1,-0.2,-9.7,0.351,0.0,0.371
6889,1983,Charlie Criss,PG,MIL,66,0,922,14.5,0.504,1.3,0.9,2.2,-2.7,0.451,0.194,0.474
6891,1983,Pat Cummings,C,DAL,81,71,2317,14.6,0.526,2.5,1.5,4.0,-0.7,0.493,0.0,0.494
6892,1983,Terry Cummings,PF,SDC,70,69,2531,22.8,0.557,6.5,2.2,8.7,3.5,0.523,0.0,0.523
6894,1983,Quintin Dailey,SG,CHI,76,32,2081,14.1,0.508,1.3,0.9,2.1,-2.0,0.466,0.2,0.473
6896,1983,Brad Davis,PG,DAL,79,78,2323,17.9,0.631,6.8,0.5,7.3,0.4,0.572,0.256,0.595
6897,1983,Charles Davis,SF,WSB,74,10,1161,13.1,0.489,-0.3,1.8,1.5,-2.5,0.47,0.2,0.475
6898,1983,Johnny Davis,SG,ATL,53,33,1465,16.8,0.521,2.3,1.2,3.5,-0.6,0.455,0.278,0.461
6900,1983,Walter Davis,SG,PHO,80,79,2491,19.1,0.548,4.9,3.2,8.1,1.4,0.516,0.304,0.52
6905,1983,John Douglas,SG,SDC,3,1,12,7.8,0.363,0.0,0.0,0.0,-10.8,0.167,0.5,0.0
6907,1983,John Drew,SF,UTA,44,33,1206,19.6,0.552,2.1,0.9,3.0,-1.3,0.474,0.0,0.477
6908,1983,Larry Drew,PG,KCK,75,74,2690,18.1,0.545,5.1,2.1,7.2,0.6,0.492,0.125,0.497
6910,1983,Mike Dunleavy,PG,SAS,79,9,1619,14.0,0.53,2.1,1.0,3.1,-1.8,0.418,0.345,0.462
6911,1983,T.R. Dunn,SG,DEN,82,80,2640,11.4,0.524,2.6,1.8,4.4,2.1,0.482,0.0,0.483
6912,1983,John Duren,PG,IND,82,24,1433,8.2,0.481,0.0,0.4,0.4,-4.5,0.453,0.0,0.47
6913,1983,Mark Eaton,C,UTA,81,32,1528,11.0,0.447,-2.1,2.9,0.8,-0.8,0.414,0.0,0.415
6914,1983,Jerry Eaves,PG,UTA,82,7,1588,13.0,0.557,1.2,0.8,2.0,-4.2,0.487,0.125,0.492
6915,1983,Keith Edmonson,SG,ATL,32,2,309,6.8,0.371,-0.6,0.3,-0.3,-6.4,0.345,0.0,0.35
6916,1983,Franklin Edwards,PG,PHI,81,3,1266,14.2,0.509,1.1,1.7,2.7,-1.5,0.472,0.0,0.48
6920,1983,Len Elmore,C,NJN,74,0,975,8.2,0.441,-1.0,1.9,0.9,-2.9,0.398,0.0,0.399
6922,1983,Alex English*,SF,DEN,82,82,2988,24.1,0.561,8.7,1.6,10.3,4.7,0.516,0.167,0.519
6923,1983,Julius Erving*,SF,PHI,72,72,2421,23.1,0.566,6.8,4.1,10.9,6.3,0.517,0.286,0.518
6924,1983,Mike Evans,SG,DEN,42,5,695,8.9,0.504,-0.3,0.1,-0.2,-6.1,0.473,0.0,0.491
6925,1983,Bruce Flowers,PF,CLE,53,5,699,15.2,0.569,1.1,0.6,1.7,0.1,0.534,0.0,0.539
6926,1983,Sleepy Floyd,PG,TOT,76,17,1248,13.8,0.505,1.0,1.1,2.2,-2.2,0.429,0.4,0.43
6927,1983,Sleepy Floyd,PG,NJN,43,6,494,12.1,0.479,0.2,0.7,0.9,-3.4,0.426,0.286,0.436
6928,1983,Sleepy Floyd,PG,GSW,33,11,754,15.0,0.521,0.8,0.4,1.3,-1.4,0.431,0.545,0.427
6929,1983,Phil Ford,PG,TOT,77,63,1610,10.4,0.525,0.7,1.6,2.4,-4.1,0.479,0.111,0.486
6930,1983,Phil Ford,PG,NJN,7,7,163,9.1,0.596,0.0,0.2,0.2,-7.1,0.571,0.0,0.588
6931,1983,Phil Ford,PG,MIL,70,56,1447,10.6,0.519,0.7,1.4,2.2,-3.7,0.471,0.125,0.478
6932,1983,World B.,SG,TOT,73,69,2638,18.4,0.519,4.5,1.2,5.7,-0.1,0.456,0.333,0.46
6933,1983,World B.,SG,GSW,19,18,700,15.9,0.505,1.1,0.0,1.1,-2.9,0.451,0.0,0.454
6934,1983,World B.,SG,CLE,54,51,1938,19.3,0.524,3.4,1.1,4.6,0.9,0.458,0.357,0.462
6935,1983,Bill Garnett,C,DAL,75,13,1411,15.0,0.593,2.6,1.3,3.9,2.1,0.533,0.0,0.538
6936,1983,Calvin Garrett,SF,HOU,4,0,34,6.4,0.421,0.0,0.0,0.0,-7.8,0.364,0.0,0.4
6937,1983,George Gervin*,SG,SAS,78,78,2830,20.5,0.561,7.6,1.8,9.4,1.1,0.487,0.364,0.49
6938,1983,Artis Gilmore*,C,SAS,82,82,2797,21.2,0.668,7.5,3.5,11.0,3.6,0.626,0.0,0.63
6939,1983,Mike Glenn,SG,ATL,73,4,1124,15.1,0.553,2.0,0.9,2.9,-1.6,0.518,0.0,0.519
6940,1983,Mike Gminski,C,NJN,80,1,1255,18.4,0.572,1.7,2.6,4.3,1.3,0.5,0.0,0.501
6941,1983,Glen Gondrezick,PF,DEN,76,2,1130,13.5,0.508,1.5,1.1,2.5,1.0,0.456,0.0,0.46
6942,1983,Rickey Green,PG,UTA,78,78,2783,17.2,0.534,3.8,2.8,6.6,0.5,0.493,0.154,0.497
6943,1983,Dave Greenwood,PF,CHI,79,61,2355,13.0,0.5,1.3,2.3,3.6,-0.7,0.455,0.0,0.457
6945,1983,Kevin Grevey,SF,WSB,41,11,756,9.5,0.458,0.2,0.8,1.0,-3.9,0.388,0.395,0.387
6947,1983,Darrell Griffith,SG,UTA,77,76,2787,15.8,0.514,0.6,2.2,2.8,-0.8,0.484,0.288,0.502
6948,1983,Bob Gross,SF,SDC,27,3,373,8.7,0.459,0.0,0.2,0.2,-1.4,0.427,0.333,0.43
6949,1983,Ernie Grunfeld,SF,NYK,77,0,1422,8.9,0.494,0.2,1.9,2.2,-1.8,0.443,0.0,0.448
6950,1983,Bill Hanzlik,SF,DEN,82,8,1547,10.6,0.493,0.3,0.7,1.0,-2.1,0.428,0.143,0.433
6951,1983,Joe Hassett,SG,GSW,6,2,139,7.5,0.443,0.0,0.0,0.0,-6.0,0.432,0.111,0.514
6952,1983,Scott Hastings,C-PF,TOT,31,0,140,6.4,0.395,-0.2,0.3,0.1,-6.3,0.342,0.0,0.371
6953,1983,Scott Hastings,C,NYK,21,0,98,5.4,0.408,-0.1,0.2,0.1,-6.3,0.364,0.0,0.381
6954,1983,Scott Hastings,PF,ATL,10,0,42,8.8,0.376,-0.1,0.0,0.0,-6.2,0.313,0.0,0.357
6955,1983,Steve Hawes,PF,TOT,77,4,1416,8.6,0.464,-1.0,2.0,1.0,-3.1,0.418,0.238,0.428
6956,1983,Steve Hawes,PF,ATL,46,3,860,8.0,0.424,-1.2,1.3,0.1,-3.7,0.373,0.143,0.387
6957,1983,Steve Hawes,PF,SEA,31,1,556,9.7,0.531,0.2,0.7,0.9,-2.2,0.493,0.429,0.496
6958,1983,Elvin Hayes*,PF,HOU,81,43,2302,14.7,0.515,0.6,1.8,2.4,-1.3,0.476,0.5,0.476
6959,1983,Steve Hayes,C,CLE,65,3,1058,8.2,0.495,0.4,0.8,1.2,-2.0,0.479,0.0,0.481
6960,1983,Spencer Haywood*,PF,WSB,38,25,775,10.0,0.447,-0.8,1.2,0.4,-4.6,0.401,0.0,0.402
6961,1983,Gerald Henderson,PG,BOS,82,9,1551,12.1,0.496,0.5,1.8,2.3,-1.7,0.463,0.188,0.47
6962,1983,Tom Henderson,SG,HOU,51,2,789,11.5,0.45,0.0,0.3,0.4,-4.6,0.407,0.0,0.41
6963,1983,Rod Higgins,SF,CHI,82,42,2196,12.7,0.521,2.7,1.2,3.8,-0.1,0.448,0.317,0.457
6964,1983,Johnny High,SG,PHO,82,2,1155,8.6,0.477,-1.0,2.2,1.2,-0.5,0.461,0.2,0.467
6966,1983,Craig Hodges,SG,SDC,76,48,2022,10.3,0.493,0.6,0.2,0.8,-4.0,0.452,0.222,0.485
6967,1983,Lionel Hollins,PG,SDC,56,54,1844,12.8,0.476,-0.2,0.8,0.6,-3.3,0.437,0.143,0.445
6968,1983,Phil Hubbard,SF,CLE,82,38,1953,13.9,0.536,1.6,1.8,3.4,-0.1,0.482,0.0,0.484
6969,1983,Geoff Huston,PG,CLE,80,79,2716,12.6,0.518,2.4,1.0,3.4,-2.7,0.482,0.333,0.484
6970,1983,Marc Iavaroni,PF,PHI,80,77,1612,7.3,0.502,-0.6,2.1,1.5,-1.3,0.462,0.0,0.464
6971,1983,Dan Issel*,C,DEN,80,80,2431,21.6,0.573,6.8,1.5,8.4,1.4,0.51,0.211,0.514
6972,1983,Tracy Jackson,SG,CHI,78,3,1309,11.9,0.511,1.0,0.7,1.7,-1.7,0.467,0.154,0.477
6973,1983,Clay Johnson,SG,LAL,48,0,447,9.4,0.461,0.2,0.3,0.6,-2.8,0.393,0.0,0.398
6974,1983,Clemon Johnson,C,TOT,83,11,1914,15.3,0.537,2.1,2.2,4.3,1.1,0.515,0.0,0.516
6975,1983,Clemon Johnson,C,IND,51,7,1216,16.8,0.545,1.5,1.1,2.5,1.5,0.521,0.0,0.523
6977,1983,Dennis Johnson*,PG,PHO,77,74,2551,14.8,0.534,3.0,3.6,6.6,1.1,0.462,0.161,0.473
6978,1983,Eddie Johnson,SG,ATL,61,57,1813,16.0,0.508,1.6,1.5,3.0,-1.3,0.453,0.341,0.459
6979,1983,Eddie Johnson,SF,KCK,82,82,2933,15.9,0.537,5.3,2.1,7.4,0.8,0.494,0.282,0.506
6980,1983,Frank Johnson,PG,WSB,68,65,2324,12.9,0.473,-0.4,3.3,3.0,-1.6,0.408,0.23,0.423
6982,1983,George Johnson,SF,IND,82,64,2297,12.7,0.509,-0.4,1.4,1.0,-1.7,0.477,0.184,0.49
6983,1983,Magic Johnson*,SG,LAL,79,79,2907,23.0,0.603,8.8,3.8,12.5,7.4,0.548,0.0,0.56
6984,1983,Marques Johnson,SF,MIL,80,80,2853,21.1,0.543,6.6,4.1,10.7,4.8,0.509,0.2,0.514
6985,1983,Mickey Johnson,PF,TOT,78,16,2053,15.8,0.504,1.2,2.9,4.1,0.4,0.425,0.083,0.438
6986,1983,Mickey Johnson,PF,MIL,6,0,153,9.8,0.479,0.0,0.1,0.1,-4.7,0.455,0.0,0.469
6987,1983,Mickey Johnson,PF,NJN,42,7,1001,16.1,0.483,0.3,2.0,2.3,0.9,0.401,0.118,0.411
