Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3,year_start,year_end,height,weight,birth_date,year_active,age_start,age_end,churn
Evan Fournier,5,SG,ORL,319,13.0,177,8392,0.6,1.7,0.9,2.6,-1.2,0.5,0.5,0.4,2013,2018,6-7,205,1992,6,21,26,0
Evan Turner,9,SF,POR,615,12.1,309,17505,0.5,-0.2,2.1,1.9,-2.4,0.4,0.4,0.3,2011,2018,6-7,220,1988,8,23,30,0
Everette Stephens,1,PG,IND,35,6.4,0,209,0.4,-0.6,0.1,-0.4,-7.3,0.3,0.3,0.2,1989,1991,6-2,175,1966,3,23,25,1
Evric Gray,1,SF,NJN,5,2.8,0,42,0.4,-0.1,0.0,-0.1,-10.8,0.3,0.3,0.2,1997,1997,6-7,235,1969,1,28,28,1
Fabricio Oberto,3,C,SAS,195,11.2,75,2811,0.6,1.4,1.5,3.0,0.6,0.6,0.6,0.0,2006,2011,6-10,245,1975,6,31,36,1
Fat Lever,11,PG,DAL,752,16.9,599,23814,0.5,2.7,2.9,5.6,2.7,0.4,0.4,0.3,1983,1994,6-3,170,1960,12,23,34,0
Felipe Lopez,6,SG,MIN,319,11.6,128,5710,0.5,0.3,0.5,0.8,-2.5,0.4,0.4,0.3,1999,2002,6-5,199,1974,4,25,28,1
Felton Spencer,1,C,MIN,81,13.8,46,2099,0.6,3.5,2.1,5.6,-1.4,0.5,0.5,0.0,1991,2002,7-0,265,1968,12,23,34,0
Fennis Dembo,1,SF,DET,31,7.8,0,74,0.4,-0.2,0.1,-0.1,-8.8,0.3,0.4,0.0,1989,1989,6-5,215,1966,1,23,23,1
Fernando Martin,1,C,POR,24,-0.9,0,146,0.3,-0.6,0.2,-0.4,-8.7,0.3,0.3,0.0,1987,1987,6-9,220,1962,1,25,25,1
Foots Walker,3,PG,NJN,190,10.9,64,3627,0.5,0.9,1.8,2.6,-2.2,0.4,0.4,0.3,1975,1984,6-0,184,1951,10,24,33,0
Forrest McKenzie,1,SF,SAS,6,-2.2,0,42,0.3,-0.2,0.0,-0.2,-18.8,0.2,0.2,0.5,1987,1987,6-7,200,1963,1,24,24,1
Francisco Elson,7,C,MIL,415,9.2,150,6794,0.5,0.0,1.5,1.5,-2.7,0.5,0.5,0.1,2004,2012,7-0,235,1976,9,28,36,0
Francisco Garcia,12,SF,HOU,607,11.2,157,12882,0.5,0.8,0.8,1.6,-0.8,0.4,0.5,0.3,2006,2015,6-7,195,1981,10,25,34,0
Frank Brickowski,14,PF,BOS,769,13.0,448,18144,0.5,1.0,1.3,2.3,-1.3,0.5,0.5,0.2,1985,1997,6-9,240,1959,13,26,38,0
Frank Johnson,10,PG,PHO,596,12.6,217,12897,0.5,0.3,1.4,1.7,-2.5,0.4,0.5,0.2,1982,1994,6-1,185,1958,13,24,36,0
Frank Kaminsky,2,C,CHO,156,12.8,19,3662,0.5,0.8,2.0,2.8,-1.4,0.4,0.5,0.3,2016,2018,7-0,242,1993,3,23,25,1
Frank Kornet,2,PF,MIL,89,6.1,0,595,0.4,-0.2,0.2,-0.0,-6.1,0.4,0.4,0.3,1990,1991,6-9,225,1967,2,23,24,1
Frank Williams,3,SG,CHI,86,5.8,3,952,0.3,-0.2,0.2,-0.0,-6.0,0.3,0.3,0.2,2003,2005,6-3,212,1980,3,23,25,1
Frankie King,2,SG,PHI,13,7.8,0,79,0.4,0.0,0.0,0.0,-6.7,0.3,0.4,0.2,1996,1997,6-1,185,1972,2,24,25,1
Franklin Edwards,6,PG,SAC,280,10.8,36,4238,0.5,0.0,0.6,0.6,-5.4,0.4,0.4,0.0,1982,1988,6-1,170,1959,7,23,29,0
Fred Brown,3,SG,SEA,233,16.7,4,4346,0.5,1.9,1.4,3.4,-1.5,0.5,0.5,0.3,1972,1984,6-3,182,1948,13,24,36,0
Fred Cofield,2,PG,CHI,50,6.0,1,496,0.3,-0.5,0.3,-0.2,-6.8,0.3,0.3,0.1,1986,1987,6-3,190,1962,2,24,25,1
Fred Hoiberg,10,SG,MIN,541,12.7,61,9978,0.6,1.7,1.0,2.8,0.0,0.4,0.4,0.3,1996,2005,6-4,203,1972,10,24,33,0
Fred Jones,9,SF,LAC,493,10.3,90,11618,0.5,0.9,1.1,2.0,-1.5,0.4,0.4,0.3,2003,2009,6-4,210,1979,7,24,30,1
Fred Roberts,13,C,LAL,858,12.5,253,15536,0.6,1.2,1.0,2.2,-1.9,0.5,0.5,0.4,1984,1997,6-10,218,1960,14,24,37,0
Fred VanVleet,1,PG,TOR,37,10.5,0,294,0.4,-0.1,0.4,0.3,-3.2,0.4,0.3,0.4,2017,2018,6-0,195,1994,2,23,24,0
Fred Vinson,2,SG,SEA,13,-2.8,0,67,0.3,-0.2,0.0,-0.1,-13.8,0.2,0.2,0.2,1995,2000,6-4,190,1971,6,24,29,1
Freeman Williams,5,SG,WSB,147,12.3,23,2314,0.5,0.1,0.0,0.1,-6.8,0.4,0.4,0.3,1979,1986,6-4,190,1956,8,23,30,0
Furkan Aldemir,1,PF,PHI,41,12.0,9,540,0.5,0.7,0.7,1.4,-0.7,0.5,0.5,0.0,2015,2015,6-10,240,1991,1,24,24,1
Gabe Pruitt,2,SG,BOS,62,8.0,0,461,0.4,-0.2,0.4,0.2,-3.8,0.3,0.4,0.3,2008,2009,6-4,170,1986,2,22,23,1
Gal Mekel,2,PG,NOP,35,3.0,1,335,0.3,-0.4,0.0,-0.3,-12.9,0.2,0.3,0.1,2014,2015,6-3,191,1988,2,26,27,1
Garrett Temple,13,SG,SAC,425,8.3,126,7336,0.5,0.0,0.6,0.6,-3.3,0.4,0.4,0.3,2010,2018,6-6,195,1986,9,24,32,0
Garry Witts,1,SF,WSB,46,9.5,0,493,0.6,0.4,0.6,1.1,-0.2,0.6,0.6,0.5,1982,1982,6-7,190,1959,1,23,23,1
Gary Forbes,2,SG,TOR,111,12.5,13,1504,0.5,0.2,0.7,0.8,-2.6,0.4,0.5,0.3,2011,2012,6-7,220,1985,2,26,27,1
Gary Grant,10,PG,POR,543,13.4,231,12554,0.5,-0.2,1.4,1.2,-1.9,0.4,0.5,0.3,1989,2001,6-3,185,1965,13,24,36,0
Gary Harris,3,SG,DEN,188,11.4,138,4940,0.5,1.8,0.8,2.6,-0.9,0.4,0.5,0.3,2015,2018,6-4,210,1994,4,21,24,1
Gary Leonard,1,C,MIN,22,6.2,0,127,0.4,-0.2,0.2,0.0,-7.9,0.4,0.4,0.0,1990,1992,7-1,250,1967,3,23,25,1
Gary Neal,11,SG,ATL,458,11.1,35,9814,0.5,0.5,0.6,1.1,-4.5,0.4,0.4,0.3,2011,2017,6-4,210,1984,7,27,33,0
Gary Payton,1,PG,MIL,6,4.5,0,99,0.4,-0.3,0.1,-0.2,-6.7,0.4,0.5,0.1,1991,2007,6-4,180,1968,17,23,39,0
Gary Plummer,2,PF,DEN,126,8.0,0,1439,0.5,-0.4,0.6,0.1,-6.1,0.4,0.4,0.1,1985,1993,6-9,215,1962,9,23,31,0
Gary Trent,11,C,MIN,560,15.5,150,11226,0.5,1.3,1.1,2.4,-2.1,0.5,0.5,0.1,1996,2004,6-8,250,1974,9,22,30,0
Gaylon Nickerson,3,SG,WSB,8,10.6,0,84,0.5,0.1,0.0,0.1,-9.0,0.3,0.4,0.0,1997,1997,6-3,190,1969,1,28,28,1
Gene Banks,6,SF,CHI,468,14.9,264,13074,0.6,3.6,1.6,5.2,1.8,0.5,0.5,0.1,1982,1987,6-7,215,1959,6,23,28,1
Geoff Huston,5,PG,LAC,336,12.5,186,8802,0.5,1.7,0.4,2.1,-5.1,0.5,0.5,0.3,1980,1987,6-2,175,1957,8,23,30,0
George Hill,9,PG,UTA,599,15.6,374,17357,0.6,3.5,2.5,6.0,2.1,0.5,0.5,0.4,2009,2018,6-3,188,1986,10,23,32,0
George Johnson,5,SF,PHI,342,11.7,91,6646,0.5,-0.1,1.5,1.4,-1.7,0.5,0.5,0.3,1971,1974,6-11,245,1947,4,24,27,1
George Lynch,12,SF,NOH,774,12.5,420,17683,0.5,0.8,1.9,2.7,0.0,0.4,0.5,0.3,1994,2005,6-8,218,1970,12,24,35,0
George McCloud,14,SF,DEN,830,12.2,222,18922,0.5,1.1,0.9,2.0,-1.3,0.4,0.4,0.4,1990,2002,6-6,205,1967,13,23,35,0
George McGinnis,1,PF,IND,76,11.3,4,1341,0.4,-2.5,2.9,0.4,-0.1,0.4,0.4,0.0,1972,1982,6-8,235,1950,11,22,32,0
George Zidek,4,C,SEA,106,7.2,4,750,0.4,-0.1,0.1,0.0,-12.1,0.3,0.3,0.2,1996,1998,7-0,250,1973,3,23,25,1
Georges Niang,1,PF,IND,23,0.1,0,93,0.3,-0.4,0.1,-0.3,-12.1,0.2,0.3,0.1,2017,2017,6-8,230,1993,1,24,24,1
Georgi Glouchkov,1,PF,PHO,49,5.7,16,772,0.5,-1.4,0.9,-0.5,-6.6,0.4,0.4,1.0,1986,1986,6-8,235,1960,1,26,26,1
Georgios Papagiannis,1,C,SAC,22,12.7,0,355,0.6,0.1,0.3,0.4,-2.7,0.5,0.6,0.0,2017,2018,7-1,240,1997,2,20,21,0
Gerald Brown,1,SG,PHO,33,7.3,0,236,0.4,-0.4,0.1,-0.3,-9.1,0.4,0.4,0.3,1999,1999,6-4,210,1975,1,24,24,1
Gerald Fitch,1,PG,MIA,18,10.2,1,239,0.4,-0.1,0.3,0.1,-3.6,0.3,0.4,0.3,2006,2006,6-3,188,1982,1,24,24,1
Gerald Glass,8,SF,CHH,276,10.9,54,4266,0.4,-0.0,0.4,0.4,-4.3,0.4,0.4,0.2,1991,1996,6-5,221,1967,6,24,29,1
Gerald Green,11,SF,BOS,573,12.1,116,10982,0.5,0.5,0.8,1.3,-3.8,0.4,0.4,0.4,2006,2017,6-7,205,1986,12,20,31,0
Gerald Henderson,27,SG,PHI,1470,12.0,749,34151,0.5,1.0,1.0,2.0,-2.6,0.4,0.5,0.3,1980,1992,6-2,175,1956,13,24,36,0
Gerald Madkins,3,SG,GSW,48,7.4,0,420,0.5,-0.0,0.1,0.1,-5.9,0.4,0.3,0.4,1994,1998,6-4,200,1969,5,25,29,1
Gerald Paddio,4,SF,WSB,137,11.5,26,1699,0.4,-0.2,0.2,0.0,-5.9,0.4,0.4,0.1,1991,1994,6-7,205,1965,4,26,29,1
Gerald Wallace,18,SF,BOS,961,15.1,732,29500,0.5,1.7,2.2,3.9,1.3,0.5,0.5,0.3,2002,2015,6-7,215,1982,14,20,33,0
Gerald Wilkins,12,SG,ORL,897,12.3,653,26056,0.5,1.1,1.7,2.8,-1.7,0.4,0.5,0.3,1986,1999,6-6,185,1963,14,23,36,0
Gheorghe Muresan,1,C,WSB,76,21.0,76,2242,0.6,4.3,3.8,8.0,1.5,0.6,0.6,0.0,1994,2000,7-7,303,1971,7,23,29,0
Giannis Antetokounmpo,4,SF,MIL,318,17.6,253,10106,0.6,3.6,3.1,6.7,2.2,0.5,0.5,0.3,2014,2018,6-11,222,1994,5,20,24,0
Gilbert Arenas,13,PG,MEM,622,16.9,471,21147,0.5,2.8,1.2,4.0,1.2,0.4,0.4,0.3,2002,2012,6-3,191,1982,11,20,30,0
Glen Davis,9,PF,LAC,513,12.3,164,11587,0.5,0.3,1.7,2.0,-2.6,0.4,0.5,0.2,2008,2015,6-9,289,1986,8,22,29,0
Glen Gondrezick,2,PF,DEN,156,14.2,2,2829,0.5,2.0,1.0,3.0,1.2,0.5,0.5,0.0,1978,1983,6-6,218,1955,6,23,28,1
Glen Rice,17,SG,WAS,1016,13.3,877,35137,0.5,3.7,1.5,5.2,-1.2,0.4,0.4,0.4,1990,2004,6-7,215,1967,15,23,37,0
Glenn Robinson,16,SF,IND,872,15.0,701,27802,0.5,1.4,1.3,2.7,-1.9,0.4,0.5,0.3,1995,2005,6-7,225,1973,11,22,32,0
God Shammgod,1,PG,WAS,20,9.2,0,146,0.4,-0.3,0.1,-0.1,-9.6,0.3,0.3,0.0,1998,1998,6-0,169,1976,1,22,22,1
Goran Dragic,13,PG,MIA,795,16.3,494,21741,0.6,2.8,1.2,4.0,0.7,0.5,0.5,0.4,2009,2018,6-3,190,1986,10,23,32,0
Gordan Giricek,13,SG,PHO,589,11.3,296,13844,0.5,0.6,0.4,1.0,-3.4,0.4,0.5,0.4,2003,2008,6-6,210,1977,6,26,31,1
Gordon Hayward,7,SF,UTA,516,17.1,408,16164,0.6,4.2,2.0,6.2,1.6,0.4,0.5,0.4,2011,2018,6-8,226,1990,8,21,28,0
Gorgui Dieng,4,PF,MIN,297,16.2,185,7884,0.6,2.7,2.0,4.7,1.8,0.5,0.5,0.5,2014,2018,6-11,241,1990,5,24,28,0
Grant Gondrezick,2,SG,LAC,91,11.4,1,1080,0.5,0.1,0.3,0.4,-3.8,0.4,0.4,0.3,1987,1989,6-5,205,1963,3,24,26,1
Grant Hill,18,SF,LAC,1026,17.9,972,34776,0.5,3.4,2.2,5.6,1.8,0.5,0.5,0.3,1995,2013,6-8,225,1972,19,23,41,0
Grant Jerrett,3,PF,UTA,16,1.4,0,102,0.3,-0.1,0.0,-0.1,-8.5,0.3,0.5,0.0,2015,2015,6-10,235,1993,1,22,22,1
Grant Long,16,PF,BOS,1082,12.6,750,31093,0.5,1.9,2.3,4.2,-0.0,0.5,0.5,0.2,1989,2003,6-8,225,1966,15,23,37,0
Granville Waiters,5,C,CHI,249,6.6,39,2547,0.4,-0.3,0.7,0.4,-4.2,0.4,0.4,0.0,1984,1988,6-11,225,1961,5,23,27,1
Greg Anderson,9,C,ATL,595,11.4,287,12374,0.5,0.1,1.6,1.7,-3.4,0.5,0.5,0.1,1988,1998,6-10,230,1964,11,24,34,0
Greg Anthony,13,PG,MIL,817,14.1,265,17364,0.5,1.2,1.6,2.8,-0.4,0.4,0.4,0.3,1992,2002,6-0,176,1967,11,25,35,0
Greg Ballard,7,SF,SEA,480,13.8,337,14537,0.5,2.1,2.8,4.9,-2.3,0.4,0.4,0.3,1978,1989,6-7,215,1955,12,23,34,0
Greg Buckner,10,SF,MEM,570,10.3,117,10895,0.5,1.0,1.1,2.1,-0.4,0.4,0.5,0.3,2000,2009,6-4,210,1976,10,24,33,0
Greg Butler,1,C,NYK,33,4.7,0,140,0.5,-0.2,0.1,-0.1,-11.1,0.4,0.4,0.0,1989,1991,6-11,240,1966,3,23,25,1
Greg Dreiling,5,C,DAL,270,6.8,87,2853,0.5,0.0,0.5,0.5,-4.4,0.5,0.5,0.6,1987,1997,7-1,250,1962,11,25,35,0
Greg Foster,14,C,TOR,747,9.0,95,9005,0.5,-0.1,0.5,0.4,-5.9,0.4,0.4,0.2,1991,2003,6-11,240,1968,13,23,35,0
Greg Graham,7,SG,CLE,260,10.1,23,3143,0.5,-0.0,0.3,0.3,-5.0,0.4,0.5,0.3,1994,1998,6-4,174,1970,5,24,28,1
Greg Grant,10,PG,DEN,360,9.1,7,4711,0.4,0.0,0.3,0.3,-5.9,0.4,0.4,0.3,1990,1996,5-7,140,1966,7,24,30,0
Greg Kelser,5,SF,IND,241,13.0,40,4328,0.5,0.5,0.9,1.5,-2.5,0.5,0.5,0.1,1980,1985,6-7,190,1957,6,23,28,1
Greg Kite,7,C,ORL,438,6.5,133,6883,0.4,-0.5,1.1,0.6,-3.2,0.4,0.4,0.1,1984,1995,6-11,250,1961,12,23,34,0
Greg Minor,5,SG,BOS,277,12.7,93,5144,0.5,1.1,0.6,1.6,-2.4,0.5,0.5,0.2,1995,1999,6-6,210,1971,5,24,28,1
Greg Monroe,6,C,MIL,469,20.1,344,13818,0.6,3.9,2.5,6.4,2.1,0.5,0.5,0.0,2011,2018,6-11,265,1990,8,21,28,0
Greg Ostertag,5,C,SAC,373,13.3,130,7624,0.5,1.5,2.4,3.9,0.5,0.5,0.5,0.1,1996,2006,7-2,280,1973,11,23,33,0
Greg Smith,1,C,HOU,70,16.1,10,1110,0.6,2.8,1.2,4.0,-0.5,0.6,0.6,0.0,1969,1976,6-5,195,1947,8,22,29,0
Greg Stiemsma,1,C,NOP,55,9.7,20,1007,0.6,0.5,1.0,1.5,0.6,0.6,0.6,0.0,2012,2015,6-11,260,1985,4,27,30,1
Greg Stokes,1,PF,PHI,31,10.6,13,350,0.5,0.1,0.4,0.5,-2.0,0.5,0.5,0.0,1986,1990,6-10,220,1963,5,23,27,1
Greg Sutton,5,PG,PHI,216,10.1,10,2601,0.5,-0.1,0.4,0.2,-4.3,0.4,0.4,0.4,1992,1996,6-2,170,1967,5,25,29,1
Greivis Vasquez,9,PG,BRK,480,11.8,180,11299,0.5,1.1,0.7,1.8,-3.0,0.4,0.4,0.3,2011,2017,6-6,217,1987,7,24,30,0
Guillermo Diaz,1,SG,LAC,6,9.9,0,18,0.4,0.0,0.0,0.0,-5.9,0.2,0.3,0.0,2008,2008,6-2,192,1985,1,23,23,1
Gundars Vetra,1,SF,MIN,13,13.6,0,89,0.5,0.1,0.0,0.1,-5.2,0.5,0.4,1.0,1993,1993,6-6,195,1967,1,26,26,1
Gus Williams,6,SG,ATL,429,17.2,385,14180,0.5,2.6,2.8,5.4,0.5,0.4,0.5,0.2,1976,1987,6-2,175,1953,12,23,34,0
Gustavo Ayon,1,PF,NOH,54,16.7,24,1088,0.6,1.5,1.7,3.2,3.4,0.5,0.5,0.0,2012,2014,6-10,250,1985,3,27,29,1
Guy Williams,1,SF,WSB,21,14.7,0,119,0.5,0.0,0.2,0.1,-1.9,0.5,0.5,0.2,1985,1986,6-9,200,1960,2,25,26,1
Hakim Warrick,10,PF,CHA,561,14.8,126,11939,0.5,1.6,0.8,2.4,-3.7,0.5,0.5,0.1,2006,2013,6-9,219,1982,8,24,31,0
Hamed Haddadi,3,C,MEM,102,14.4,0,614,0.5,0.1,0.3,0.4,-2.3,0.5,0.5,0.0,2009,2013,7-2,254,1985,5,24,28,0
Hank McDowell,5,PF,HOU,211,10.0,0,1827,0.5,0.1,0.3,0.4,-3.7,0.5,0.5,0.0,1982,1987,6-9,215,1959,6,23,28,1
Hanno Mottola,2,C,ATL,155,8.0,17,2360,0.5,-0.2,0.6,0.4,-5.9,0.4,0.5,0.0,2001,2002,6-11,247,1976,2,25,26,1
Harold Ellis,3,SF,DEN,145,16.6,26,1923,0.6,1.0,0.6,1.5,0.4,0.5,0.5,0.0,1994,1998,6-5,200,1970,5,24,28,1
Harold Miner,4,SG,CLE,200,11.1,47,3748,0.5,0.6,0.4,1.0,-5.6,0.4,0.5,0.4,1993,1996,6-5,210,1971,4,22,25,1
Harold Pressley,4,SF,SAC,299,13.5,118,6802,0.5,1.1,1.4,2.5,0.4,0.4,0.5,0.3,1987,1990,6-7,210,1963,4,24,27,1
Harrison Barnes,5,PF,DAL,386,12.6,325,11425,0.5,2.1,2.3,4.4,-1.0,0.5,0.5,0.4,2013,2018,6-8,210,1992,6,21,26,0
Harvey Catchings,2,C,LAC,139,7.2,17,2205,0.5,-0.3,1.6,1.2,-2.1,0.4,0.4,0.0,1975,1985,6-9,218,1951,11,24,34,0
Harvey Grant,11,PF,PHI,783,11.8,439,20510,0.5,1.5,1.8,3.3,-1.2,0.4,0.5,0.2,1989,1999,6-8,195,1965,11,24,34,0
Hassan Adams,1,SG,NJN,61,13.0,8,495,0.6,0.5,0.5,1.0,-3.6,0.6,0.6,0.0,2007,2009,6-4,220,1984,3,23,25,1
Hawkeye Whitney,1,SG,KCK,23,5.4,4,266,0.4,-0.4,0.3,-0.1,-4.5,0.4,0.4,0.0,1981,1982,6-5,235,1957,2,24,25,1
Haywoode Workman,9,PG,TOR,389,11.3,161,7536,0.5,0.3,0.9,1.2,-2.0,0.4,0.4,0.3,1990,2000,6-2,180,1966,11,24,34,0
Hedo Turkoglu,17,SF,LAC,1078,13.0,643,29235,0.5,2.1,2.0,4.1,0.5,0.4,0.4,0.4,2001,2015,6-10,220,1979,15,22,36,0
Henry Ellenson,1,PF,DET,19,7.5,2,146,0.4,-0.4,0.2,-0.2,-8.2,0.4,0.4,0.3,2017,2018,6-11,245,1997,2,20,21,0
Henry James,9,PF,CLE,222,13.0,24,2791,0.5,0.2,0.2,0.4,-6.9,0.4,0.4,0.3,1991,1998,6-8,220,1965,8,26,33,0
Henry Sims,3,C,PHI,145,16.0,82,2981,0.5,1.1,0.9,2.0,-1.8,0.5,0.5,0.1,2013,2016,6-10,248,1990,4,23,26,1
Henry Turner,2,PF,SAC,66,13.4,1,464,0.5,-0.0,0.2,0.2,-3.5,0.4,0.4,0.2,1990,1995,6-7,200,1966,6,24,29,1
Henry Walker,6,SF,MIA,208,11.3,48,3755,0.6,0.7,0.5,1.1,-1.1,0.5,0.5,0.3,2009,2015,6-6,220,1987,7,22,28,0
Herb Williams,17,PF,NYK,1077,12.2,672,29968,0.5,-0.1,2.2,2.1,-1.7,0.4,0.5,0.1,1982,1999,6-10,242,1958,18,24,41,0
Hersey Hawkins,13,SG,CHH,983,15.9,896,32034,0.6,4.6,2.4,7.0,2.1,0.5,0.5,0.4,1989,2001,6-3,190,1966,13,23,35,0
Hilton Armstrong,6,C,ATL,218,7.7,33,2443,0.5,-0.1,0.5,0.4,-3.5,0.4,0.4,0.3,2007,2014,6-11,235,1984,8,23,30,0
Hollis Thompson,6,SG,NOP,305,8.5,99,7176,0.5,0.6,0.6,1.2,-3.1,0.4,0.4,0.4,2014,2017,6-8,206,1991,4,23,26,1
Horace Grant,14,PF,LAL,1004,15.7,880,33573,0.5,4.3,3.2,7.4,2.5,0.5,0.5,0.1,1988,2004,6-10,215,1965,17,23,39,0
Horace Jenkins,1,PG,DET,15,10.2,0,104,0.4,-0.1,0.2,0.0,-6.1,0.3,0.4,0.0,2005,2005,6-1,180,1974,1,31,31,1
Howard Carter,2,SG,DAL,66,2.3,5,754,0.3,-0.1,0.0,0.0,-10.4,0.3,0.3,0.1,1984,1985,6-5,215,1961,2,23,24,1
Howard Eisley,18,PG,DEN,934,9.9,194,18416,0.5,0.5,0.7,1.2,-4.0,0.4,0.4,0.3,1995,2006,6-2,177,1972,12,23,34,0
Howard Nathan,1,PG,ATL,5,11.3,0,15,0.6,-0.2,0.0,-0.1,-14.7,0.6,0.6,0.0,1996,1996,5-11,175,1972,1,24,24,1
Howard Wood,1,SF,UTA,42,12.0,3,342,0.5,0.2,0.1,0.3,-6.2,0.5,0.5,0.0,1982,1982,6-7,235,1959,1,23,23,1
Howard Wright,2,PF,DAL,18,21.8,0,172,0.6,0.0,0.1,0.1,-0.4,0.5,0.7,0.0,1991,1993,6-8,220,1967,3,24,26,1
Hubert Davis,15,SG,DET,754,9.0,167,16858,0.5,1.4,0.6,2.0,-3.2,0.4,0.4,0.4,1993,2004,6-5,183,1970,12,23,34,0
Ian Clark,6,SG,GSW,226,10.4,1,2271,0.5,0.2,0.4,0.6,-2.7,0.4,0.4,0.3,2014,2018,6-3,175,1991,5,23,27,0
Ian Mahinmi,4,C,IND,274,12.0,15,4197,0.6,0.8,2.0,2.7,-1.0,0.5,0.5,0.0,2008,2018,6-11,250,1986,11,22,32,0
Igor Rakocevic,1,PG,MIN,42,8.4,0,244,0.5,0.0,0.1,0.1,-7.1,0.4,0.4,0.4,2003,2003,6-3,183,1978,1,25,25,1
Ike Diogu,2,PF,SAC,39,22.6,2,357,0.6,0.6,0.0,0.6,-4.5,0.6,0.6,0.5,2006,2012,6-8,250,1983,7,23,29,1
Iman Shumpert,8,SG,CLE,432,10.5,224,11006,0.5,0.2,1.4,1.6,-0.3,0.4,0.4,0.3,2012,2018,6-5,220,1990,7,22,28,0
Ime Udoka,7,SF,SAS,316,8.7,80,5711,0.4,0.3,0.9,1.3,-2.3,0.4,0.4,0.2,2004,2011,6-6,215,1977,8,27,34,0
Ira Bowman,1,SG,PHI,3,16.4,0,29,0.7,0.1,0.0,0.1,1.2,0.7,0.8,0.0,2000,2002,6-5,195,1973,3,27,29,1
Ira Newble,11,SF,LAL,429,8.8,210,8343,0.5,0.4,0.5,0.9,-3.6,0.4,0.4,0.3,2001,2008,6-7,220,1975,8,26,33,0
Isaac Austin,10,C,MEM,479,12.7,216,10504,0.5,-0.1,1.4,1.2,-2.9,0.4,0.4,0.1,1992,2002,6-10,255,1969,11,23,33,0
Isaac Fontaine,1,SG,MEM,6,-0.9,0,75,0.3,-0.2,0.0,-0.2,-11.2,0.2,0.2,0.2,2002,2002,6-4,210,1975,1,27,27,1
Isaiah Canaan,6,SG,CHI,232,11.0,81,4686,0.5,0.4,0.4,0.8,-2.7,0.4,0.4,0.3,2014,2018,6-0,201,1991,5,23,27,0
Isaiah Rider,9,SG,DEN,563,14.7,424,17851,0.5,1.5,1.0,2.5,-1.6,0.4,0.5,0.4,1994,2002,6-5,215,1971,9,23,31,0
Isaiah Taylor,1,PG,HOU,4,0.3,0,52,0.2,-0.1,0.0,0.0,-6.6,0.1,0.2,0.0,2017,2018,6-3,170,1994,2,23,24,0
Isaiah Thomas,8,PG,BOS,508,20.8,310,14940,0.6,5.5,0.9,6.4,2.2,0.4,0.5,0.4,2012,2017,5-9,185,1989,6,23,28,0
Isaiah Whitehead,1,PG,BRK,73,7.5,26,1643,0.5,-1.7,0.9,-0.8,-4.9,0.4,0.4,0.3,2017,2018,6-4,213,1995,2,22,23,0
Ish Smith,17,PG,DET,657,11.7,181,11487,0.4,-0.2,0.6,0.3,-3.8,0.4,0.4,0.3,2011,2018,6-0,175,1988,8,23,30,0
Ivan Johnson,2,PF,ATL,125,15.0,5,1969,0.6,0.6,1.7,2.2,-2.0,0.5,0.5,0.2,2012,2013,6-8,230,1984,2,28,29,1
Ivan McFarlin,1,PF,PHI,11,12.2,0,41,0.5,0.1,0.0,0.1,-5.5,0.4,0.4,0.0,2007,2007,6-8,240,1982,1,25,25,1
Ivano Newbill,1,PF,VAN,28,7.6,2,249,0.4,-0.3,0.1,-0.1,-6.5,0.4,0.3,1.0,1995,1998,6-9,245,1970,4,25,28,1
Ivica Zubac,1,C,LAL,38,17.0,11,609,0.5,0.6,0.5,1.1,-2.5,0.5,0.5,0.0,2017,2018,7-1,265,1997,2,20,21,0
J.J. Anderson,5,SF,UTA,222,10.3,4,3172,0.5,0.2,0.8,1.0,-3.6,0.4,0.4,0.0,1983,1985,6-8,195,1960,3,23,25,1
J.J. Barea,11,PG,DAL,695,13.7,91,13482,0.5,1.0,0.8,1.7,-2.1,0.4,0.4,0.3,2007,2018,6-0,185,1984,12,23,34,0
J.J. Hickson,10,C,WAS,541,16.2,326,12595,0.5,1.0,1.2,2.2,-2.4,0.5,0.5,0.0,2009,2016,6-9,242,1988,8,21,28,0
J.J. Redick,13,SG,LAC,768,14.3,332,19544,0.6,3.0,0.9,3.9,-0.5,0.4,0.5,0.4,2007,2018,6-4,190,1984,12,23,34,0
J.R. Bremer,4,PG,GSW,136,5.6,45,2389,0.4,0.1,0.4,0.5,-6.9,0.3,0.3,0.2,2003,2004,6-2,185,1980,2,23,24,1
J.R. Giddens,3,SF,NYK,64,9.0,2,478,0.5,-0.1,0.2,0.1,-4.7,0.5,0.5,0.0,2009,2010,6-5,215,1985,2,24,25,1
J.R. Henderson,1,SF,VAN,30,9.0,0,331,0.4,-0.2,0.0,-0.2,-6.1,0.4,0.4,0.4,1999,1999,6-8,226,1976,1,23,23,1
J.R. Reid,14,PF,MIL,806,11.6,337,18334,0.5,0.4,1.5,1.9,-2.3,0.5,0.5,0.1,1990,2001,6-9,247,1968,12,22,33,0
J.R. Smith,15,SG,CLE,950,14.2,381,25810,0.5,1.8,1.5,3.3,0.2,0.4,0.5,0.4,2005,2018,6-6,225,1985,14,20,33,0
JaKarr Sampson,4,SF,DEN,220,8.7,112,3451,0.5,-0.4,0.6,0.2,-4.9,0.4,0.5,0.2,2015,2018,6-9,214,1993,4,22,25,1
